mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,onset_rate,beat_strength,filename,length,label
-196.50691,5619.857,147.53995,532.53754,7.955702,234.17122,27.031662,143.84122,1.7314748,221.96257,17.037914,119.3827,-8.409396,194.0508,9.192495,75.49686,-2.1118577,113.229614,9.899165,83.35316,-4.197599,112.6398,6.767993,47.723118,-4.6385007,55.052296,-0.38415787,50.395065,-1.6172149,38.258316,0.68927157,42.639183,-4.011039,52.198055,-0.7612886,34.95196,-1.8093867,34.18361,-3.2020695,33.117855,0.42347202,0.09474388,0.13844255,0.00574906,1140.898783,235581.0873,1689.640227,211438.798,2430.17935,2093004.285,0.035318255,0.000527036,-4.72E-05,0.017820092,-5.81E-05,0.002918544,184.5703125,2.7,1.2629749,blues.00003.1.wav,220500,blues
-188.36505,4721.9834,147.45036,279.849,5.0958114,217.00293,27.94553,190.74846,-2.4104023,335.14056,17.213867,122.7906,-5.489611,114.84555,9.231633,107.021576,-3.1824467,80.23834,6.326703,77.03236,-8.402367,106.89976,7.274438,63.735477,-0.8082463,80.248924,-1.5683767,95.973625,-3.8273296,74.186775,2.2162173,54.66361,-6.3586116,46.87511,0.43197033,40.653545,-1.4558288,46.354763,-4.6880283,29.090254,0.40183064,0.092567205,0.14397666,0.005754088,1123.118823,158247.8809,1675.202886,122404.7076,2262.260334,1252799.693,0.034339427,0.00042835,2.97E-05,0.01815625,8.21E-06,0.002964274,63.02400915,3.1,1.2717258,blues.00003.2.wav,220500,blues
-152.04611,5372.3096,115.32886,1263.8135,-31.875118,316.17957,23.744848,237.91002,-37.10689,362.08994,13.909308,156.79343,-23.033861,112.058014,4.5983987,147.20215,-14.4546385,190.8456,4.067808,113.55055,-16.663473,66.43854,-4.089051,67.36343,-4.750422,94.9575,-7.9734373,89.68312,-9.652747,84.03372,-2.1155987,129.77048,-8.198262,71.47568,-1.0643365,62.59881,-3.901818,59.168804,-12.99748,57.152435,0.31644925,0.09072705,0.10061419,0.003123315,2046.426444,540943.0519,1858.418449,111942.9177,4005.10084,2115240.181,0.116385405,0.003540925,-3.63E-05,0.007490542,9.13E-06,0.002879959,135.9991776,5.3,1.5623499,blues.00004.0.wav,220500,blues
-174.31119,5419.6553,133.31656,628.2994,-42.43538,366.4048,27.097164,158.38997,-32.37146,220.81287,13.553571,123.35533,-26.250385,76.11271,1.9292775,89.05918,-13.413555,86.47502,3.1592157,75.40633,-14.97301,74.216446,0.90412325,107.350746,-11.127742,92.80315,-4.7908745,67.577545,-11.143978,79.80229,-4.626688,54.370983,-5.5223556,67.89689,0.8550974,57.766544,-6.1485667,68.3549,-10.792951,69.137314,0.29309586,0.085774586,0.08277645,0.001822378,1766.515028,224777.4249,1707.378611,71193.62078,3445.737169,1183507.507,0.097170235,0.001114846,-1.21E-05,0.003371763,-1.99E-05,0.002772155,135.9991776,5.7,1.709676,blues.00004.1.wav,220500,blues
-161.32843,4797.789,139.20065,540.9057,-41.630512,255.90457,24.555655,159.96558,-36.707035,351.31467,13.495496,92.120674,-28.763718,82.09404,2.6212976,106.651505,-14.766287,94.82462,3.1264772,93.196655,-13.885972,78.90855,0.4545757,81.11563,-10.100362,74.32354,-5.293818,53.94515,-10.753034,65.343704,-3.3473969,68.83087,-5.558197,82.17825,-0.13834737,41.07215,-5.0524783,60.09963,-9.918018,35.922054,0.31689143,0.08702138,0.09095778,0.001805171,1693.91633,194467.0681,1679.991268,64180.85074,3294.979766,1152918.979,0.090138305,0.000737361,-2.86E-06,0.00366358,-2.08E-05,0.003536652,135.9991776,5.1,1.6439458,blues.00004.2.wav,220500,blues
-192.3696,8575.899,123.237114,4104.957,-15.5677395,771.79114,28.934904,467.68582,-22.999128,464.48877,12.873621,331.0937,-22.010885,183.97455,2.604926,157.56233,-9.690566,197.28407,0.048972994,117.03937,-11.882802,72.59458,-2.6643207,106.31625,-8.122829,72.844246,-9.566713,53.057606,-5.15917,61.9495,-3.269934,92.55848,-1.7361987,89.05578,-2.9035668,50.08986,-2.6480513,31.509798,-8.122981,49.958744,0.31705758,0.08886133,0.10285633,0.004124137,1795.536629,1231141.442,1674.763175,239122.1449,3318.936079,3859007.832,0.09621633,0.007177316,1.62E-05,0.00861049,-2.86E-05,0.002981391,67.99958882,3.1,1.5223006,blues.00005.0.wav,220500,blues
-187.47012,6450.5083,116.97954,3977.1733,-21.311605,556.0576,41.29973,629.3105,-20.40765,408.74066,17.23434,218.28098,-23.291122,124.45998,8.5149555,133.70174,-10.651247,110.00491,1.2027012,93.28076,-13.777273,76.731445,-1.7005324,75.12455,-12.132668,82.80628,-9.850831,41.45296,-6.247047,72.12938,-7.270806,69.97998,-2.2787962,67.865166,-3.6199605,35.96991,-2.2782423,38.15204,-6.9895635,38.927055,0.29153153,0.087948725,0.09774588,0.003193626,1885.5314,1167550.411,1749.986949,175899.0824,3542.286856,3097945.078,0.095341729,0.008222378,-1.01E-05,0.008554991,-3.26E-05,0.001737403,69.83741554,3.3,1.3771333,blues.00005.1.wav,220500,blues
-159.32394,6668.2417,122.041466,1703.0736,-22.62388,539.9336,28.361156,241.15894,-27.77608,335.12515,11.222694,216.29253,-21.971863,188.89368,3.0110645,94.685745,-9.341281,211.23376,-0.68148714,89.909546,-12.612254,83.1372,-0.49514616,55.576115,-9.642143,77.59272,-8.946385,47.42166,-1.2914065,42.41505,-5.5328045,53.77121,-1.8688254,58.033195,-1.7724419,37.765152,-4.091198,46.222103,-9.45776,45.96382,0.30393425,0.08606284,0.109391995,0.0045727,1813.450872,690505.804,1764.408905,185322.5018,3568.141688,2852519.427,0.090107716,0.003260537,-2.85E-06,0.006988607,-2.21E-05,0.005045929,69.83741554,3.9,1.6689626,blues.00005.2.wav,220500,blues
-231.72357,7993.877,137.19365,1917.6433,-26.34801,1097.2668,28.321896,439.76712,18.718119,1075.4707,-1.7532326,256.2932,-19.012608,150.57068,-1.187779,64.804756,-5.5766926,92.0739,-8.195797,108.65771,-8.923558,74.73148,-3.0949702,64.58287,-6.4488115,49.012634,-7.8458576,56.89863,-5.3451777,60.25902,-8.272499,66.766525,-9.781315,61.451237,-7.0845685,35.952938,-5.604095,44.195232,-8.5342455,50.55551,0.27131638,0.095624544,0.112047695,0.006732358,1251.21972,408153.0336,1290.659686,170397.2219,2480.864813,1555171.596,0.055076086,0.001232918,-1.55E-05,0.012546413,-3.03E-05,0.003279584,69.83741554,4,1.4544151,blues.00006.0.wav,220500,blues
-180.73557,8691.893,122.88891,2308.018,-34.69246,1112.6333,35.659042,671.75256,4.824335,1185.0994,-0.047144488,324.1875,-21.733486,179.05768,1.7974463,105.955734,-8.720157,139.60175,-3.4750726,137.31247,-9.622476,106.29802,-3.4913251,62.755375,-4.5639067,56.031796,-10.094413,73.826294,-5.1423755,95.09321,-9.9075365,87.4983,-10.746155,51.37768,-7.3007584,51.469078,-2.8425543,57.32138,-4.739681,91.17655,0.2865894,0.09684177,0.14749785,0.008119623,1607.905619,578695.0275,1485.978419,242721.0903,3082.020884,2154083.083,0.078706179,0.002538823,-3.28E-06,0.016073806,-2.23E-05,0.008043233,71.77734375,4.3,1.8132902,blues.00006.1.wav,220500,blues
-165.0671,10698.935,139.64107,1648.0365,-53.964336,1313.7854,38.885517,300.03748,7.6923223,936.27246,1.4695444,269.20883,-23.336754,134.27945,1.7136256,138.01665,-6.3596964,166.2333,-3.9591248,212.10849,-5.6083045,74.955154,-2.2673986,67.91744,-9.198561,124.42119,-11.63813,51.223385,-9.276228,93.203705,-11.898195,92.61554,-12.316174,52.25097,-6.4117255,28.43048,-1.8331172,37.079254,-6.341613,62.61349,0.31826937,0.08831836,0.16511996,0.010081066,1516.032973,258397.4824,1390.970111,126474.409,2818.526422,974685.9784,0.084829521,0.001479087,-2.08E-05,0.022096518,-7.80E-06,0.006727875,75.99954044,3.1,1.6842049,blues.00006.2.wav,220500,blues
-195.01903,6309.7056,141.09682,1070.3707,-25.512072,547.314,35.239433,228.52135,11.744852,571.4648,12.66231,119.617516,-20.048992,156.02606,8.16986,157.24832,-10.887868,197.62576,-5.073629,151.73357,-6.2342415,110.97154,-6.960305,64.13876,-1.1076281,87.07151,-7.436392,53.152798,-8.361489,86.404076,-7.323825,73.653946,-10.38077,56.89272,-12.554882,58.796577,-6.0731163,65.46144,-7.378034,61.450836,0.3209947,0.0938946,0.11526975,0.004287925,1343.111864,329019.2795,1536.816167,145922.9501,2733.817498,1218458.957,0.056027724,0.001265213,6.90E-06,0.010734162,-3.84E-05,0.003277666,92.28515625,4.3,1.5818162,blues.00007.0.wav,220500,blues
-178.91586,6281.673,144.12962,1014.99896,-25.735785,539.2086,40.344975,250.18509,4.3645263,712.6363,10.396665,172.30167,-19.121338,164.21327,9.466696,162.17412,-11.455462,208.308,-5.7010818,192.07523,-7.3386755,91.073,-6.5921774,90.72659,-5.7686696,96.35442,-7.5505753,56.227623,-9.115802,75.15963,-7.2355323,71.0118,-12.0111475,55.342636,-10.749516,62.96584,-3.0327685,74.91494,-10.961282,55.382614,0.29146326,0.093164,0.14285338,0.006628166,1330.670118,285976.2783,1541.199031,156918.8487,2804.687217,1321541.098,0.051354499,0.000631702,3.01E-05,0.015425437,-4.07E-05,0.005685981,92.28515625,4.3,1.5150456,blues.00007.1.wav,220500,blues
-166.83447,6876.195,127.39139,2247.8481,-31.923447,637.742,47.35902,515.88916,-2.737678,567.6029,11.986233,112.955864,-24.380493,161.51717,9.414973,142.93787,-13.032181,118.19169,1.4894464,177.12712,-12.520263,229.03957,-6.6243677,97.65741,-4.335403,86.64101,-8.711692,60.720074,-9.707574,85.3968,-10.469698,63.98356,-9.436922,39.088715,-8.958456,56.44035,-4.98914,53.957493,-7.5950804,44.960575,0.30744073,0.08983894,0.13681631,0.0052522,1684.404235,653421.0526,1659.889812,191919.8727,3339.594964,2127689.287,0.076395057,0.003251747,2.08E-05,0.013605411,-6.17E-05,0.005479551,95.703125,4,1.5487483,blues.00007.2.wav,220500,blues
-115.81225,2536.3374,123.812775,471.5021,-17.20835,327.77936,45.99761,177.90096,-8.163972,174.52469,21.092974,125.76368,-21.947824,58.88745,22.475739,77.82054,-12.444565,46.901627,22.16926,53.115047,-5.8890514,43.369602,7.89719,50.82138,-13.448797,54.07132,4.5897384,46.842087,-5.758328,35.07745,-1.7719942,49.772694,-7.531447,27.06274,3.3475401,45.056637,4.0825353,27.004984,-2.5690978,37.568634,0.39723805,0.08391007,0.14670095,0.001453368,1734.322314,213840.0545,2006.765702,104633.3871,3742.905364,1316370.032,0.068433014,0.001043224,-2.59E-07,0.013576387,-2.11E-05,0.003463597,83.35433468,5.3,1.43743,blues.00008.0.wav,220500,blues
-123.898,2613.4136,121.08275,390.9884,-14.366777,345.6606,49.59802,215.19762,-8.740097,177.1037,20.122622,95.277954,-18.466377,45.344402,22.4239,74.44114,-11.844274,34.235023,20.561127,54.07919,-7.849162,49.97514,5.5191054,59.50608,-13.019119,63.51673,5.791265,55.110573,-5.2653747,31.239279,-0.2389356,57.928383,-6.253876,30.334768,1.7472913,32.40916,3.0214815,39.158916,-2.0838892,36.264694,0.39146125,0.09195637,0.14374581,0.001549655,1719.563605,137673.6479,2038.879204,104643.7176,3834.758714,1168523.194,0.061675247,0.000562766,-4.24E-06,0.013239167,-2.75E-05,0.0035024,83.35433468,5,1.4586421,blues.00008.1.wav,220500,blues
-125.110756,2671.6294,123.52498,378.04047,-13.492825,342.8644,43.6282,170.41084,-8.345597,177.04901,20.06285,97.22756,-17.97619,60.203457,24.962965,78.67051,-11.8785305,47.76789,21.494474,68.5064,-7.1540384,52.85006,8.269133,54.344097,-12.331572,67.842995,5.422118,48.991062,-5.0637107,32.288406,-1.787524,41.567284,-7.8287315,27.878017,3.4422033,31.761715,2.6973805,33.976246,-3.0659723,34.092545,0.4383777,0.082215965,0.1361687,0.001453722,1704.115834,137663.162,2049.864484,106170.2548,3759.642308,1295937.065,0.061470191,0.000551294,9.22E-06,0.011410314,-7.31E-06,0.003377355,83.35433468,5.3,1.4499868,blues.00008.2.wav,220500,blues
-203.65211,5692.2803,117.92082,834.2246,-12.842728,639.9009,42.32204,341.8499,-20.193949,382.7157,17.140928,350.6287,-11.131883,128.4553,10.057547,84.06241,-15.219737,94.33797,4.5405054,77.33535,-9.403693,74.81863,3.5330956,95.66994,-3.5868309,50.283344,-6.3066173,75.388054,-2.6501358,106.147095,-3.0187268,39.878986,-2.5114102,59.094936,-1.2364218,117.9063,2.090576,66.612526,-7.835293,107.89237,0.27834457,0.093944244,0.08810692,0.00403893,1832.685608,344009.1606,1966.090359,144752.3189,3979.895501,1695958.006,0.082614695,0.001372053,-5.78E-06,0.007715393,-2.10E-05,0.00174801,83.35433468,4.4,1.3114487,blues.00009.0.wav,220500,blues
-202.6122,6596.7056,107.429054,1011.992,-15.484498,711.5844,44.321316,457.68472,-26.390032,598.47314,13.090609,270.8055,-11.183131,133.8992,8.87832,55.03403,-13.272668,167.54497,6.871546,108.78563,-5.010537,126.98668,3.4391637,128.56046,3.3025975,94.17017,-6.596297,64.18034,-1.5072461,105.54959,-2.323214,57.46507,-4.3890867,47.978218,-2.7147253,55.43924,5.160538,76.10643,-1.676482,72.51998,0.26130757,0.09389944,0.0908218,0.004423716,1966.153318,338582.16,2005.707543,122579.9063,4268.620283,1265574.626,0.085912576,0.001971646,-4.98E-06,0.008904023,-2.86E-05,0.001903677,129.1992188,4.9,1.2521243,blues.00009.1.wav,220500,blues
-235.97397,5445.6147,123.41601,454.9406,-10.054549,624.5188,33.610188,164.06964,-17.601786,550.947,12.114455,196.63766,-8.122217,102.62899,10.818039,65.15872,-16.39038,66.93411,3.7856276,80.05563,-5.903053,43.235138,6.367251,86.14039,-0.75162905,65.50542,-0.8585106,100.50703,1.5946221,88.77657,2.8752372,62.27623,0.20670028,55.02498,-2.3040411,74.00357,0.9328249,79.55536,-2.8962128,71.555046,0.27566937,0.08690292,0.06467945,0.004177686,1654.907431,166526.7672,1950.528081,74656.77261,3589.075358,925135.6715,0.068502121,0.000613762,-1.51E-07,0.005124937,-1.38E-05,0.001295143,135.9991776,3.6,1.1405119,blues.00009.2.wav,220500,blues
-199.08739,11145.71,139.34259,862.82904,-31.310066,1159.9763,28.900593,542.6138,-15.9581995,232.94077,6.3139796,144.93369,-11.320915,180.62653,8.534317,100.89878,-4.7107997,56.085205,1.0214053,42.150826,-2.7394824,64.42842,3.0218341,30.18171,-3.3527973,60.106243,-0.23769322,37.955116,-0.29081008,42.344513,-2.1429667,55.612938,1.912379,53.21977,-0.77750903,58.76322,-0.47012532,52.41293,-3.2252324,58.1189,0.3094136,0.09777778,0.1263678,0.006252039,1405.258661,158296.7597,1487.17656,137628.7168,2668.618357,1049254.549,0.067351091,0.000427678,-0.00010129,0.015386994,9.58E-05,0.003256403,161.4990234,4.6,2.131819,blues.00010.0.wav,220500,blues
-151.56175,8368.435,153.8177,627.2135,-22.838865,996.4554,27.660109,320.63733,-16.169449,281.73242,2.6525662,128.1805,-17.052961,159.07559,6.4903193,59.798748,-5.8799906,60.716934,0.5744862,37.858738,-2.629823,45.014194,0.50709003,31.793756,-6.7156377,102.90633,-1.8363951,24.024809,-0.35475048,30.849033,-5.3927646,39.957947,-1.1355517,29.667507,-4.5876017,42.22362,-2.5119188,40.592525,-5.413496,38.922382,0.31110978,0.0904258,0.16242813,0.006902418,1257.278514,175213.6,1413.976175,98462.10423,2365.504799,1048467.456,0.055345717,0.000405553,-0.000129589,0.025005333,0.000127774,0.004638443,80.74951172,4.5,1.8374399,blues.00010.1.wav,220500,blues
-176.0715,4776.161,126.35171,1362.869,-24.06028,784.5078,29.867807,591.30725,-22.610462,302.25403,7.2598615,195.75035,-12.429653,101.31159,5.0525713,101.23259,-0.35660186,202.73985,-3.2839541,110.643295,-2.0236595,66.771095,3.1496377,108.08055,0.2120721,107.17667,-3.0135117,57.25258,-1.9731723,77.36824,-1.3801949,82.59594,-1.9173067,81.26887,-0.81094086,54.026962,1.0963452,41.578777,-6.5386705,35.0145,0.28979427,0.09477532,0.13918772,0.013400925,1572.650778,229101.476,1643.459049,175382.0311,3270.074194,1756531.123,0.065847729,0.000395574,-0.000108945,0.025374651,4.44E-05,0.003835291,161.4990234,5.4,1.766217,blues.00010.2.wav,220500,blues
-318.69464,5619.871,124.299416,1004.51056,5.115541,231.99321,32.97015,308.67706,3.9521015,349.2988,13.746714,232.65973,-4.3654857,127.24377,11.874101,137.59094,2.269181,122.78014,7.6552644,129.61742,-3.8764508,86.31995,-1.3992797,71.87824,-5.7973895,56.93411,-5.2392387,50.670452,-2.2126176,52.5222,-3.9811168,44.27732,-1.914853,38.696148,-0.47365037,35.299385,1.3330072,33.507977,-4.172261,25.405338,0.36948988,0.100832745,0.051954642,0.001777111,1362.397252,503601.0401,1790.066537,233034.3278,2897.614729,3070045.207,0.043534069,0.001478655,-3.92E-06,0.003335282,-1.61E-05,0.000383757,161.4990234,4.4,1.4170593,blues.00011.0.wav,220500,blues
-278.23337,5473.9375,129.89972,1266.2981,4.7091165,314.49716,31.383656,261.03775,-3.5905404,500.86697,14.0422535,216.52516,-4.5137687,155.76848,7.900683,202.99004,-1.2170554,190.83914,5.864957,133.7228,-5.4267178,105.79927,-3.7240214,73.18346,-6.0836596,47.147865,-7.522217,67.8481,-3.1246965,55.121906,-3.1863387,42.486023,-3.1703343,31.537569,-2.2174482,51.94699,2.368865,29.964148,-4.7046704,29.337473,0.37956282,0.10306647,0.06859393,0.002757078,1341.430618,615164.1926,1698.131728,230069.2374,2789.648947,3019109.598,0.048506381,0.003320714,4.70E-06,0.005504758,-1.17E-05,0.000668956,161.4990234,4.2,1.4105295,blues.00011.1.wav,220500,blues
-272.11072,5810.6562,124.620804,729.5471,0.2754254,320.60785,42.190514,388.51117,-1.7266855,417.59164,20.17345,238.03249,-9.047169,163.28252,8.922567,219.07558,-1.0302069,132.0712,8.134827,84.144646,-6.8382354,92.912636,-3.312978,108.48703,-5.4437585,92.75493,-7.189062,65.250084,-2.6409168,61.551125,-1.8616978,77.50941,-4.8179035,44.460014,-3.1694076,50.869736,2.1511776,48.64406,-6.210343,28.44998,0.35373828,0.10307934,0.07635624,0.002664083,1358.816606,414288.8006,1788.833962,196606.8485,2975.553933,2724878.167,0.039549648,0.000840016,1.83E-05,0.006238941,-8.89E-06,0.000855294,161.4990234,3.4,1.529591,blues.00011.2.wav,220500,blues
